episodes,rewards,steps
0,16.0,16
1,17.0,17
2,19.0,19
3,95.0,95
4,13.0,13
5,22.0,22
6,15.0,15
7,20.0,20
8,13.0,13
9,20.0,20
10,21.0,21
11,59.0,59
12,16.0,16
13,35.0,35
14,17.0,17
15,22.0,22
16,28.0,28
17,19.0,19
18,12.0,12
19,17.0,17
20,16.0,16
21,28.0,28
22,11.0,11
23,11.0,11
24,11.0,11
25,18.0,18
26,15.0,15
27,33.0,33
28,21.0,21
29,34.0,34
30,11.0,11
31,16.0,16
32,27.0,27
33,19.0,19
34,16.0,16
35,33.0,33
36,21.0,21
37,12.0,12
38,26.0,26
39,34.0,34
40,11.0,11
41,38.0,38
42,13.0,13
43,12.0,12
44,20.0,20
45,17.0,17
46,10.0,10
47,20.0,20
48,22.0,22
49,21.0,21
50,20.0,20
51,32.0,32
52,10.0,10
53,33.0,33
54,25.0,25
55,30.0,30
56,22.0,22
57,25.0,25
58,19.0,19
59,12.0,12
60,9.0,9
61,11.0,11
62,12.0,12
63,28.0,28
64,12.0,12
65,12.0,12
66,12.0,12
67,34.0,34
68,12.0,12
69,25.0,25
70,13.0,13
71,26.0,26
72,13.0,13
73,22.0,22
74,24.0,24
75,9.0,9
76,14.0,14
77,17.0,17
78,14.0,14
79,25.0,25
80,23.0,23
81,38.0,38
82,30.0,30
83,28.0,28
84,25.0,25
85,16.0,16
86,13.0,13
87,34.0,34
88,16.0,16
89,48.0,48
90,12.0,12
91,25.0,25
92,25.0,25
93,17.0,17
94,13.0,13
95,12.0,12
96,23.0,23
97,22.0,22
98,12.0,12
99,16.0,16
100,16.0,16
101,10.0,10
102,14.0,14
103,20.0,20
104,13.0,13
105,16.0,16
106,14.0,14
107,22.0,22
108,17.0,17
109,19.0,19
110,26.0,26
111,16.0,16
112,22.0,22
113,20.0,20
114,27.0,27
115,16.0,16
116,40.0,40
117,14.0,14
118,15.0,15
119,40.0,40
120,23.0,23
121,32.0,32
122,13.0,13
123,33.0,33
124,18.0,18
125,26.0,26
126,30.0,30
127,28.0,28
128,12.0,12
129,45.0,45
130,14.0,14
131,40.0,40
132,13.0,13
133,16.0,16
134,78.0,78
135,19.0,19
136,19.0,19
137,20.0,20
138,26.0,26
139,21.0,21
140,28.0,28
141,17.0,17
142,19.0,19
143,13.0,13
144,54.0,54
145,41.0,41
146,10.0,10
147,15.0,15
148,14.0,14
149,19.0,19
150,19.0,19
151,32.0,32
152,39.0,39
153,36.0,36
154,21.0,21
155,58.0,58
156,15.0,15
157,55.0,55
158,16.0,16
159,46.0,46
160,25.0,25
161,15.0,15
162,13.0,13
163,18.0,18
164,19.0,19
165,22.0,22
166,17.0,17
167,48.0,48
168,28.0,28
169,29.0,29
170,60.0,60
171,12.0,12
172,34.0,34
173,18.0,18
174,20.0,20
175,18.0,18
176,29.0,29
177,14.0,14
178,23.0,23
179,26.0,26
180,23.0,23
181,77.0,77
182,46.0,46
183,25.0,25
184,37.0,37
185,12.0,12
186,12.0,12
187,36.0,36
188,30.0,30
189,135.0,135
190,11.0,11
191,18.0,18
192,34.0,34
193,12.0,12
194,22.0,22
195,19.0,19
196,21.0,21
197,26.0,26
198,13.0,13
199,128.0,128
200,11.0,11
201,21.0,21
202,27.0,27
203,11.0,11
