episodes,rewards,steps
0,19.0,0
1,16.0,0
2,17.0,0
3,11.0,0
4,10.0,0
5,27.0,0
6,16.0,0
7,9.0,0
8,20.0,0
9,21.0,0
10,15.0,0
11,10.0,0
12,14.0,0
13,37.0,0
14,12.0,0
15,10.0,0
16,27.0,0
17,33.0,0
18,19.0,0
19,13.0,0
20,26.0,0
21,15.0,0
22,29.0,0
23,11.0,0
24,20.0,0
25,23.0,0
26,23.0,0
27,26.0,0
28,17.0,0
29,33.0,0
30,16.0,0
31,48.0,0
32,48.0,0
33,69.0,0
34,58.0,0
35,24.0,0
36,18.0,0
37,28.0,0
38,12.0,0
39,12.0,0
40,18.0,0
41,12.0,0
42,13.0,0
43,21.0,0
44,30.0,0
45,32.0,0
46,22.0,0
47,18.0,0
48,12.0,0
49,12.0,0
50,20.0,0
51,32.0,0
52,15.0,0
53,100.0,0
54,26.0,0
55,25.0,0
56,18.0,0
57,15.0,0
58,35.0,0
59,12.0,0
60,65.0,0
61,27.0,0
62,29.0,0
63,22.0,0
64,83.0,0
65,24.0,0
66,28.0,0
67,15.0,0
68,43.0,0
69,13.0,0
70,22.0,0
71,46.0,0
72,14.0,0
73,32.0,0
74,44.0,0
75,53.0,0
76,31.0,0
77,51.0,0
78,61.0,0
79,30.0,0
80,36.0,0
81,30.0,0
82,48.0,0
83,26.0,0
84,27.0,0
85,43.0,0
86,20.0,0
87,87.0,0
88,71.0,0
89,43.0,0
90,57.0,0
91,40.0,0
92,37.0,0
93,43.0,0
94,31.0,0
95,45.0,0
96,47.0,0
97,52.0,0
98,48.0,0
99,98.0,0
100,49.0,0
101,98.0,0
102,68.0,0
103,70.0,0
104,74.0,0
105,73.0,0
106,127.0,0
107,92.0,0
108,70.0,0
109,97.0,0
110,66.0,0
111,112.0,0
112,138.0,0
113,81.0,0
114,74.0,0
115,153.0,0
116,113.0,0
117,88.0,0
118,138.0,0
119,200.0,0
120,84.0,0
121,123.0,0
122,158.0,0
123,171.0,0
124,137.0,0
125,143.0,0
126,170.0,0
127,127.0,0
128,118.0,0
129,200.0,0
130,189.0,0
131,149.0,0
132,137.0,0
133,115.0,0
134,153.0,0
135,136.0,0
136,140.0,0
137,169.0,0
138,187.0,0
139,200.0,0
140,196.0,0
141,200.0,0
142,200.0,0
143,137.0,0
144,200.0,0
145,185.0,0
146,200.0,0
147,164.0,0
148,200.0,0
149,143.0,0
150,143.0,0
151,112.0,0
152,192.0,0
153,200.0,0
154,144.0,0
155,188.0,0
156,200.0,0
157,133.0,0
158,200.0,0
159,143.0,0
160,158.0,0
161,161.0,0
162,169.0,0
163,176.0,0
164,200.0,0
165,149.0,0
166,156.0,0
167,200.0,0
168,200.0,0
169,200.0,0
170,134.0,0
171,171.0,0
172,200.0,0
173,200.0,0
174,200.0,0
175,194.0,0
176,200.0,0
177,138.0,0
178,159.0,0
179,187.0,0
180,200.0,0
181,192.0,0
182,200.0,0
183,200.0,0
184,200.0,0
185,173.0,0
186,200.0,0
187,178.0,0
188,176.0,0
189,196.0,0
190,200.0,0
191,195.0,0
192,158.0,0
193,156.0,0
194,200.0,0
195,200.0,0
196,200.0,0
197,200.0,0
198,193.0,0
199,200.0,0
