episodes,rewards,steps
955,200.0,200
956,200.0,200
957,200.0,200
958,200.0,200
959,200.0,200
960,200.0,200
961,200.0,200
962,200.0,200
963,200.0,200
964,200.0,200
965,200.0,200
966,200.0,200
967,200.0,200
968,200.0,200
969,200.0,200
970,200.0,200
971,200.0,200
972,200.0,200
973,200.0,200
974,200.0,200
975,200.0,200
976,200.0,200
977,200.0,200
978,200.0,200
979,200.0,200
980,200.0,200
981,200.0,200
982,200.0,200
983,200.0,200
984,200.0,200
985,200.0,200
986,200.0,200
987,200.0,200
988,200.0,200
989,200.0,200
990,200.0,200
991,198.0,198
992,200.0,200
993,200.0,200
994,200.0,200
995,200.0,200
996,200.0,200
997,200.0,200
998,200.0,200
999,200.0,200
